,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Orientación,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Bodegas
571,Atahualpa 40,Departamento,Publicado hace 8 meses,2021-07-01,"Atahualpa 40, Plaza Vespucio, La Florida, RM (Metropolitana)",420.000,,"0,26 UF/m²","0,24 UF/m²",55.36 m²,50.83 m²,2,2,,,,,,,,
572,Atahualpa 40,Departamento,Publicado hace 8 meses,2021-07-01,"Atahualpa 40, Plaza Vespucio, La Florida, RM (Metropolitana)",430.000,,"0,26 UF/m²","0,24 UF/m²",55.36 m²,50.83 m²,2,2,,,,,,,,
573,Malls / Av. Vicuña Mackenna 6690,Departamento,Publicado hace 8 meses,2021-07-01,"Malls / Av. Vicuña Mackenna 6690, Plaza Vespucio, La Florida, RM (Metropolitana)",300.000,,"0,3 UF/m²","0,28 UF/m²",34 m²,30 m²,1,1,,,,,,,,
574,Metros / Mall / Baltazar 7487,Departamento,Publicado hace 7 meses,2021-07-01,"Metros / Mall / Baltazar 7487, La Florida, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,28 UF/m²",35 m²,33 m²,1,1,,,,,,,,
575,Avenida Mexico 7917,Departamento,Publicado hace 6 meses,2021-07-01,"Avenida Mexico 7917, Vicente Valdés, La Florida, RM (Metropolitana)",390.000,,"0,22 UF/m²",,60 m²,58 m²,2,1,1,,,,,,,
576,Se Arrienda Bello Y Amplio Departamento - La Florida,Departamento,Publicado hace 6 meses,2021-07-01,"Paso Del Roble 300 - 600, Lo Cañas - Alto Macul, La Florida, RM (Metropolitana)",410.000,,"0,19 UF/m²",,71 m²,62 m²,2,1,1,58000 CLP,,,,,,
577,Vicuña Mackenna 8570 - Departamento 1011,Departamento,Publicado hace 6 meses,2021-07-01,"Vicuña Mackenna 8570 - Departamento 1011, Rojas Magallanes, La Florida, RM (Metropolitana)",290.000,,"0,26 UF/m²","0,28 UF/m²",38 m²,38 m²,1,1,,,,,,,,
578,Vicuña Mackenna 6130,Departamento,Publicado hace 5 meses,2021-07-01,"Vicuña Mackenna 6130, Metro Mirador, La Florida, RM (Metropolitana)",400.000,,"0,21 UF/m²","0,22 UF/m²",63 m²,53 m²,2,2,,75000 CLP,,,,,,
579,"Arriendo Excelente Departamento Nuevo Sin Uso, La Florida",Departamento,Publicado hace 5 meses,2021-07-01,"Walker Martínez 1100, Vicente Valdés, La Florida, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,28 UF/m²",40 m²,40 m²,1,1,1,50000 CLP,,,,,,
580,Froilán Lagos Sepúlveda 1500,Departamento,Publicado hace 5 meses,2021-07-01,"Froilán Lagos Sepúlveda 1500, Plaza Vespucio, La Florida, RM (Metropolitana)",320.000,,"0,28 UF/m²","0,28 UF/m²",38.81 m²,34.31 m²,1,1,,45000 CLP,,,,,,
581,Vicuña Mackenna 6239,Departamento,Publicado hace 4 meses,2021-07-01,"Vicuña Mackenna 6239, Metro Mirador, La Florida, RM (Metropolitana)",319.000,,"0,31 UF/m²","0,28 UF/m²",34.34 m²,34.34 m²,1,1,,,,,,,,
582,Walker Martínez 1100,Departamento,Publicado hace 4 meses,2021-07-01,"Walker Martínez 1100, Vicente Valdés, La Florida, RM (Metropolitana)",450.000,,"0,27 UF/m²","0,27 UF/m²",55.71 m²,48.06 m²,2,2,1,,,,,,,
583,Departamento Nuevo A Estrenar De Solo 4 Pisos Con Ascensor,Departamento,Publicado hace 3 meses,2021-07-01,"Orompello 7200 - 7500, La Florida Alto, La Florida, RM (Metropolitana)",450.000,,"0,23 UF/m²","0,22 UF/m²",65 m²,61 m²,2,2,1,,,,,,,
584,Vicuña Mackenna 6837 - Departamento 1201,Departamento,Publicado hace 3 meses,2021-07-01,"Vicuña Mackenna 6837 - Departamento 1201, Plaza Vespucio, La Florida, RM (Metropolitana)",380.000,,"0,23 UF/m²","0,24 UF/m²",55 m²,53 m²,2,2,,,,,,,,
585,Vicuña Mackenna Poniente 6839 Departamento 1205,Departamento,Publicado hace 3 meses,2021-07-01,"Avenida Vicuña Mackenna Poniente 6839 - Departamento 1205, Plaza Vespucio, La Florida, RM (Metropolitana)",380.000,,"0,22 UF/m²","0,24 UF/m²",58 m²,58 m²,2,2,1,,,,,,,
586,Rojas Magallanes Con Colombia,Departamento,Publicado hace 2 meses,2021-07-01,"Colombia 8700 - 9000, Rojas Magallanes, La Florida, RM (Metropolitana)",460.000,,"0,25 UF/m²","0,22 UF/m²",62 m²,57 m²,2,2,1,,,,,,,
587,Arriendo Excelente Departamento Walker Martinez / Colombia,Departamento,Publicado hace 2 meses,2021-07-01,"Walker Martínez 750, La Florida, RM (Metropolitana)",370.000,,"0,21 UF/m²","0,24 UF/m²",58 m²,58 m²,2,2,1,90000 CLP,,,,,,
588,Avenida Punta Arenas 6600,Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Punta Arenas 6600, Plaza Vespucio, La Florida, RM (Metropolitana)",420.000,,"0,22 UF/m²","0,21 UF/m²",64 m²,58 m²,3,2,1,65000 CLP,,,,,,
589,Avenida Vicuña Mackenna Poniente 6839,Departamento,Publicado hace 47 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6600 - 6900, Plaza Vespucio, La Florida, RM (Metropolitana)",320.000,,"0,27 UF/m²","0,28 UF/m²",40 m²,37 m²,1,1,,37000 CLP,,,,,,
590,Rojas Magallanes / Vicuña Mackenna,Departamento,Publicado hace 2 meses,2021-07-01,"Rojas Magallanes / Vicuña Mackenna, Rojas Magallanes, La Florida, RM (Metropolitana)",400.000,,"0,24 UF/m²","0,24 UF/m²",55 m²,55 m²,2,2,1,,,,,,,
591,"1dormitorio 1baño, La Florida",Departamento,Publicado hace 2 meses,2021-07-01,"Avenida Vicuña Mackenna Poniente 6239, Metro Mirador, La Florida, RM (Metropolitana)",319.000,,"0,29 UF/m²","0,28 UF/m²",36.72 m²,34.35 m²,1,1,,,,,,,,
592,Cerca De Metro Mirador,Departamento,Publicado hace 2 meses,2021-07-01,"Barcelona 161 - Departamento 305, Plaza Vespucio, La Florida, RM (Metropolitana)",270.000,,"0,27 UF/m²","0,28 UF/m²",34 m²,30 m²,1,1,,55000 CLP,10 años,,,,,
593,"Nuevo Sin Uso, Lider Santa Amalia",Departamento,Publicado hace 2 meses,2021-07-01,"Nuevo Sin Uso, Lider Santa Amalia, La Florida, RM (Metropolitana)",520.000,,"0,27 UF/m²","0,22 UF/m²",65 m²,55 m²,2,2,1,60000 CLP,1 años,,,,,
594,Alonso De Ercilla / Perpetua Freire,Departamento,Publicado hace 2 meses,2021-07-01,"Alonso De Ercilla / Perpetua Freire, La Florida, RM (Metropolitana)",310.000,,"0,18 UF/m²",,57 m²,53 m²,2,1,,40000 CLP,,,,,,
595,Departamento Las Acacias,Departamento,Publicado hace 57 días,2021-07-01,"Las Acacias 7500 - 7800, Vicente Valdés, La Florida, RM (Metropolitana)",400.000,,"0,21 UF/m²","0,22 UF/m²",65 m²,65 m²,2,2,1,,,,,,,
596,Departamento En Arriendo ,Departamento,Publicado hace 46 días,2021-07-01,"Calle Nueva 1 - 300, Plaza Vespucio, La Florida, RM (Metropolitana)",480.000,,"0,22 UF/m²","0,21 UF/m²",73 m²,70 m²,3,2,1,,,,,,,
597,Vicuña Mackenna / Metro Vicente Váldes,Departamento,Publicado hace 45 días,2021-07-01,"Vicuña Mackenna 7800 - 8100, Vicente Valdés, La Florida, RM (Metropolitana)",400.000,,"0,19 UF/m²","0,21 UF/m²",72 m²,68 m²,3,2,1,90000 CLP,,,,,,
598,3 Dorm + Est + Bod Metro Mirador Y Bellavista De La Florida,Departamento,Publicado hace 44 días,2021-07-01,"Vicuña Mackenna 6600 - 6900, Plaza Vespucio, La Florida, RM (Metropolitana)",550.000,,"0,28 UF/m²","0,21 UF/m²",65.74 m²,63.22 m²,3,2,1,,,,,,,
599,Arriendo Departamento En Froilan Lagos 1500,Departamento,Publicado hace 42 días,2021-07-01,"Froilán Lagos Sepúlveda 1200 - 1500, Plaza Vespucio, La Florida, RM (Metropolitana)",300.000,,"0,34 UF/m²",,30 m²,30 m²,2,1,,,,,,,,
600,Depto 1 Dormitorio A Pasos De Metro Mirador,Departamento,Publicado hace 40 días,2021-07-01,"Calle Pudeto 6631 - Departamento 1509, Plaza Vespucio, La Florida, RM (Metropolitana)",260.000,,"0,29 UF/m²","0,28 UF/m²",30 m²,28 m²,1,1,,,,,,,,
601,Cercano A Metro Macul Y Vicuña Mackenna,Departamento,Publicado hace 36 días,2021-07-01,"Froilán Lagos Sepúlveda 1200 - 1500, Plaza Vespucio, La Florida, RM (Metropolitana)",270.000,,"0,28 UF/m²","0,28 UF/m²",33 m²,29 m²,1,1,,,,,,,,
602,Cercano A Metro Macul Y Vicuña Mackenna,Departamento,Publicado hace 36 días,2021-07-01,"Froilán Lagos Sepúlveda 1200 - 1500, Plaza Vespucio, La Florida, RM (Metropolitana)",270.000,,"0,28 UF/m²","0,28 UF/m²",33 m²,29 m²,1,1,,,,,,,,
603,Departamento Estudio Nuevo/ Florida Center,Departamento,Publicado hace 36 días,2021-07-01,"Vicuña Mackenna 5862 - Departamento 1810, Metro Mirador, La Florida, RM (Metropolitana)",250.000,,"0,38 UF/m²","0,28 UF/m²",22 m²,22 m²,1,1,,,,,,,,
604,Cercano A Metro Macul Y Vicuña Mackenna,Departamento,Publicado hace 35 días,2021-07-01,"Froilán Lagos Sepúlveda 1200 - 1500, Plaza Vespucio, La Florida, RM (Metropolitana)",310.000,,"0,21 UF/m²",,50 m²,45 m²,2,1,,,,,,,,
605,Metro  Mirador - Departamento  Nuevo 1 Dormitorio ,Departamento,Publicado hace 34 días,2021-07-01,"Barcelona 1 - 300, Plaza Vespucio, La Florida, RM (Metropolitana)",290.000,,"0,29 UF/m²","0,28 UF/m²",34 m²,30 m²,1,1,,85000 CLP,1 años,,,,,
606,2 Mall- 2 Metros- Amplio - Vista Oriente- Cocina Integrada,Departamento,Publicado hace 33 días,2021-07-01,"Baltazar 7487, La Florida, RM (Metropolitana)",300.000,,"0,29 UF/m²","0,28 UF/m²",35 m²,33 m²,1,1,,,,,,,,
607,"Departamento Estilo Mariposa, Impecable Vista Despejada",Departamento,Publicado hace 29 días,2021-07-01,"Vicuña Makenna 7500 - 7800, Lo Cañas - Alto Macul, La Florida, RM (Metropolitana)",450.000,,"0,26 UF/m²","0,24 UF/m²",58 m²,58 m²,2,2,1,60000 CLP,,,,,,
608,"Departamento Estilo Mariposa, Impecable Vista Despejada",Departamento,Publicado hace 29 días,2021-07-01,"Vicuña Makenna 7500 - 7800, Lo Cañas - Alto Macul, La Florida, RM (Metropolitana)",450.000,,"0,26 UF/m²","0,24 UF/m²",58 m²,58 m²,2,2,1,60000 CLP,,,,,,
609,Metro Rojas Magallanes,Departamento,Publicado hace 29 días,2021-07-01,"Avenida Vicuña Mackenna 8570 - Departamento 900 - 1200, Rojas Magallanes, La Florida, RM (Metropolitana)",282.000,,"0,24 UF/m²","0,28 UF/m²",40 m²,38 m²,1,1,,,,,,,,
610,Departamento Cerca Mall Florida Center,Departamento,Publicado hace 28 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6600 - 6900, Plaza Vespucio, La Florida, RM (Metropolitana)",520.000,,"0,22 UF/m²","0,21 UF/m²",80 m²,75 m²,3,2,1,,,,,,,
611,"Lindo Departamento La Florida, Metro Mirador",Departamento,Publicado hace 27 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6300 - 6600, Metro Mirador, La Florida, RM (Metropolitana)",390.000,,"0,25 UF/m²",,52 m²,48 m²,2,1,1,60000 CLP,,,,,,
612,"Dpto 1 Dormitorio, Metro Mirador, La Florida.",Departamento,Publicado hace 23 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6000 - 6300, Metro Mirador, La Florida, RM (Metropolitana)",290.000,,"0,28 UF/m²","0,28 UF/m²",35 m²,30 m²,1,1,1,,,,,,,
613,Metro Rojas Magallanes 2d 1b - Gastos Comunes Incluidos!,Departamento,Publicado hace 23 días,2021-07-01,"Argentina 8605, Rojas Magallanes, La Florida, RM (Metropolitana)",420.000,,"0,25 UF/m²",,57 m²,50 m²,2,1,,,,,,,,
614,"Departamento 2 Dormtorios, Como Nuevo",Departamento,Publicado hace 23 días,2021-07-01,"Froilán Lagos Sepúlveda 1500b, Plaza Vespucio, La Florida, RM (Metropolitana)",330.000,,"0,24 UF/m²",,46 m²,42 m²,2,1,,,,,,,,
615,"Precioso Studio 1d/1b, Metro Bellavista",Departamento,Publicado hace 23 días,2021-07-01,"Calle Nueva 1 - 300, Plaza Vespucio, La Florida, RM (Metropolitana)",240.000,,"0,29 UF/m²","0,28 UF/m²",28 m²,28 m²,1,1,,45000 CLP,,,,,,
616,Departamento Nuevo Cerca A Metro Mirador,Departamento,Publicado hace 22 días,2021-07-01,"Barcelona 161 - Departamento 308, Plaza Vespucio, La Florida, RM (Metropolitana)",410.000,,"0,29 UF/m²",,48 m²,42 m²,2,1,1,,,,,,,
617,Depto 1d Y 1b + Bodega Metro Mirador La Florida,Departamento,Publicado hace 22 días,2021-07-01,"Calle Pudeto 6631, Plaza Vespucio, La Florida, RM (Metropolitana)",270.000,,"0,3 UF/m²","0,28 UF/m²",30 m²,30 m²,1,1,,50000 CLP,,,,,,
618,Metro Vicente Valdés // Disponibilidad 1 De Septiembre,Departamento,Publicado hace 20 días,2021-07-01,"Las Acacias 7000, Vicente Valdés, La Florida, RM (Metropolitana)",450.000,,"0,22 UF/m²","0,22 UF/m²",70 m²,65 m²,2,2,1,,,,,,,
619,Se Arrienda Departamento Ubicado A Pasos Metro Mirador.,Departamento,Publicado hace 20 días,2021-07-01,"Barcelona 1 - 300, Plaza Vespucio, La Florida, RM (Metropolitana)",410.000,,,,54 m²,48 m²,2,1,1,100000 CLP,,,,,,
620,Amplio Y Cómodo Departamento Recién Renovado.,Departamento,Publicado hace 17 días,2021-07-01,"José Miguel Carrera 133, Trinidad, La Florida, RM (Metropolitana)",450.000,,"0,18 UF/m²","0,21 UF/m²",84 m²,80 m²,3,2,1,100000 CLP,,,,,,
621,Depto Metro Mirador ,Departamento,Publicado hace 17 días,2021-07-01,"Vicuña Mackenna 6690, Plaza Vespucio, La Florida, RM (Metropolitana)",315.000,,"0,23 UF/m²",,47 m²,42 m²,2,1,,,,,,,,
622,Hermoso Departamento En La Florida,Departamento,Publicado hace 17 días,2021-07-01,"Santa Amalia 3544 - Departamento 1200 - 1500, La Florida Alto, La Florida, RM (Metropolitana)",500.000,,"0,2 UF/m²","0,21 UF/m²",85 m²,85 m²,3,2,,,,,,,,
623,"Metro Mirador, Disponibilidad Inmediata!!!",Departamento,Publicado hace 14 días,2021-07-01,"Vicuña Mackenna 6300 - 6600, La Florida, RM (Metropolitana)",450.000,,"0,21 UF/m²","0,22 UF/m²",73 m²,70 m²,2,2,1,85000 CLP,,,,,,
624,Metro Mirador,Departamento,Publicado hace 9 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6300 - 6600, Plaza Vespucio, La Florida, RM (Metropolitana)",285.000,,"0,22 UF/m²","0,28 UF/m²",44 m²,40 m²,1,1,,,,,,,,
625,Depto Notable Ubicación Metro Vicente Valdes La Florida,Departamento,Publicado hace 9 días,2021-07-01,"Vicuña Mackenna 7800 - 8100, Vicente Valdés, La Florida, RM (Metropolitana)",300.000,,"0,24 UF/m²","0,28 UF/m²",42 m²,42 m²,1,1,,,,,,,,
626,"Departamento Con Estacionamiento, Cercano A Metro Trinidad ",Departamento,Publicado hace 9 días,2021-07-01,"Santa Amalia 1 - 300, La Florida, RM (Metropolitana)",370.000,,"0,27 UF/m²",,46 m²,44 m²,3,1,1,35000 CLP,,,,,,
627,"Departamento Con Estacionamiento, Cercano A Metro Trinidad ",Departamento,Publicado hace 9 días,2021-07-01,"Santa Amalia 1 - 300, La Florida, RM (Metropolitana)",370.000,,"0,27 UF/m²",,46 m²,44 m²,3,1,1,35000 CLP,,,,,,
628,Cercano A Metro Pedrero Y Mirador,Departamento,Publicado hace 8 días,2021-07-01,"Avenida Vicuña Mackenna Oriente 5700 - 6000, La Florida, RM (Metropolitana)",350.000,,"0,27 UF/m²",,44 m²,42 m²,2,1,,50000 CLP,11 años,,,,,
629,Exelente Ubicacion A Paso Del Metro Bella Vista ,Departamento,Publicado hace 8 días,2021-07-01,"Froilán Roa 6600 - 6900, Plaza Vespucio, La Florida, RM (Metropolitana)",450.000,,"0,19 UF/m²",,79 m²,76 m²,3,1,1,52000 CLP,,,,,,
630,"Arriendo Depto. 2d 2b  Walker Martinez, Comuna De La Florida",Departamento,Publicado hace 7 días,2021-07-01,"Walker Martínez 1 - 300, La Florida, RM (Metropolitana)",340.000,,"0,25 UF/m²","0,27 UF/m²",46 m²,45 m²,2,2,,60000 CLP,,,,,,
631,"Depto. Con Excelente Ubicación, Cercano Comercio, Metro",Departamento,Publicado hace 7 días,2021-07-01,"(adm) Av. Vicuña Mackenna Poniente 6690 - Departamento 2007, Plaza Vespucio, La Florida, RM (Metropolitana)",290.000,,"0,29 UF/m²","0,28 UF/m²",33.4 m²,27.4 m²,1,1,,40000 CLP,,,,,,
632,Estupendo Departamento De 2 Dormitorios,Departamento,Publicado hace 6 días,2021-07-01,"Alonso De Ercilla 7800 - 8100, Vicente Valdés, La Florida, RM (Metropolitana)",420.000,,"0,27 UF/m²",,52 m²,50 m²,2,1,1,70000 CLP,,,,,,
633,Departamento En Arriendo A Pasos Metro Vicente Valdes,Departamento,Publicado hace 6 días,2021-07-01,"Vicuña Mackenna 7800 - 8100, Vicente Valdés, La Florida, RM (Metropolitana)",380.000,,"0,22 UF/m²","0,24 UF/m²",57 m²,55 m²,2,2,1,80000 CLP,,,,,,
634,"Walker Martínez & Julio Vildósola, La Florida, Región",Departamento,Publicado hace 6 días,2021-07-01,"Walker Martínez & Julio Vildósola, La Florida, Región Metropolitana, Lo Cañas - Alto Macul, La Florida, RM (Metropolitana)",340.000,,"0,27 UF/m²","0,27 UF/m²",42 m²,42 m²,2,2,1,65000 CLP,,,,,,
635,Vicuña Mackenna Poniente / Cercano Metro Mirador,Departamento,Publicado hace 5 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6600 - 6900, Plaza Vespucio, La Florida, RM (Metropolitana)",300.000,,"0,25 UF/m²","0,28 UF/m²",40 m²,40 m²,1,1,,,,,,,,
636,Arriendo En Excelente Condomino Con Excelente Ubicacion ,Departamento,Publicado hace 5 días,2021-07-01,"Vicuña Mackenna 12000 - 12300, Los Quillayes, La Florida, RM (Metropolitana)",430.000,,"0,21 UF/m²","0,21 UF/m²",68 m²,60 m²,3,2,1,30000 CLP,,,,,,
637,Nuevo A Pasos Del Metro,Departamento,Publicado hace 5 días,2021-07-01,"Avenida Vicuña Mackenna Oriente 7200 - 7500, Plaza Vespucio, La Florida, RM (Metropolitana)",365.000,,"0,26 UF/m²",,46.58 m²,40.26 m²,2,1,,,,,,,,
638,Depto 1d+1b 38m2 Totales. Metro Mirador Par. 14 La Florida,Departamento,Publicado hace 2 días,2021-07-01,"Avenida Vicuña Mackenna Poniente 6300 - 6600, Metro Mirador, La Florida, RM (Metropolitana)",280.000,,"0,25 UF/m²","0,28 UF/m²",38 m²,32 m²,1,1,,50000 CLP,,,,,,
639,Hermoso Depto 2 Dormiitorios Muy Bien Ubicado Junto Al Metro,Departamento,Publicado hace 2 días,2021-07-01,"Walker Martínez 1 - 300, La Florida, RM (Metropolitana)",385.000,,"0,23 UF/m²","0,24 UF/m²",56 m²,52 m²,2,2,1,,,,,,,
640,Departamento Condominio Altos De La Florida,Departamento,Publicado hace 1 día,2021-07-01,"Avenida Diego Portales 1486, Los Quillayes, La Florida, RM (Metropolitana)",400.000,,"0,22 UF/m²","0,21 UF/m²",62 m²,62 m²,3,2,1,,,,,,,
641,Se Arrienda Dpto. Ubicado En Barcelona A Pasos Metro Mirador,Departamento,Publicado hace 1 día,2021-07-01,"Barcelona 1 - 300, Plaza Vespucio, La Florida, RM (Metropolitana)",350.000,,"0,22 UF/m²",,54 m²,48 m²,2,1,1,100000 CLP,,,,,,
642,Confortable Departamento Cercano A Centros Comerciales,Departamento,Publicado hace 1 día,2021-07-01,"Tte De Marina Rolando Froden 1500 - 1800, La Florida, RM (Metropolitana)",300.000,,"0,2 UF/m²",,50 m²,50 m²,3,1,1,,,,,,,
643,Excelente Departamento En La Florida,Departamento,Publicado hace 1 día,2021-07-01,"García Hurtado De Mendoza 8400 - 8700, La Florida, RM (Metropolitana)",490.000,,"0,29 UF/m²",,56 m²,50 m²,3,2,1,60000 CLP,2 años,,,,,
644,Alto Macul - Impecable Depto. Arriendo Temporal ,Departamento,Publicado hace 1 día,2021-07-01,"Alto Macul Camino Del Monte 6100, Lo Cañas - Alto Macul, La Florida, RM (Metropolitana)",480.000,,"0,2 UF/m²","0,22 UF/m²",82 m²,70 m²,2,2,1,60000 CLP,2 años,,,,,
645,"Departamento 1 Dormitorio, 1 Baño ",Departamento,Publicado hace 36 días,2021-07-01,"Santa Ana 79, Parque Brasil, La Granja, RM (Metropolitana)",290.000,,"0,28 UF/m²",,35 m²,32 m²,1,1,,40000 CLP,,,,,,
646,"Se Arrienda Departamento Nuevo, 1d/1b, La Granja",Departamento,Publicado hace 9 días,2021-07-01,"Santa Ana 79, Parque Brasil, La Granja, RM (Metropolitana)",280.000,,"0,31 UF/m²",,30 m²,30 m²,1,1,,40000 CLP,,,,,,
647,Av. Larraín  / Av. Américo Vespucio,Departamento,Publicado hace 11 meses,2021-07-01,"Av. Larraín  / Av. Américo Vespucio, Blest Gana, La Reina, RM (Metropolitana)",670.000,,"0,23 UF/m²",,100 m²,80 m²,2,2,1,165000 CLP,,,,,,
648,Metro Simón Bolívar,Departamento,Publicado hace 9 meses,2021-07-01,"Metro Simón Bolívar, Palmas de Mallorca, La Reina, RM (Metropolitana)",680.000,,"0,29 UF/m²",,80 m²,80 m²,2,1,2,,,,,,,
649,Avenida Americo Vespucio /  Avenida Echeñique,Departamento,Publicado hace 3 meses,2021-07-01,"Avenida Americo Vespucio /  Avenida Echeñique, Carlos Ossandón, La Reina, RM (Metropolitana)",750.000,,"0,32 UF/m²",,80 m²,75 m²,1,1,1,,,,,,,
650,Avenida Americo Vespucio /  Avenida Echeñique,Departamento,Publicado hace 5 meses,2021-07-01,"Avenida Americo Vespucio /  Avenida Echeñique, Carlos Ossandón, La Reina, RM (Metropolitana)",900.000,,"0,38 UF/m²",,80 m²,75 m²,2,2,1,,,,,,,
651,Blest Gana 5710,Departamento,Publicado hace 3 meses,2021-07-01,"Blest Gana 5710, Blest Gana, La Reina, RM (Metropolitana)",420.000,,"0,35 UF/m²",,40 m²,40 m²,1,1,1,,,,,,,
652,"1 Dormitorio 1 Baño, A Pasos Metro Plaza Egaña",Departamento,Publicado hace 2 meses,2021-07-01,"Blest Gana 5710, Blest Gana, La Reina, RM (Metropolitana)",420.000,,"0,33 UF/m²",,43.33 m²,39.77 m²,1,1,,,,,,,,
653,"1d1b +estacionamiento  Blest Gana 5710,la Reina",Departamento,Publicado hace 9 días,2021-07-01,"Blest Gana 5700 - 6000, Blest Gana, La Reina, RM (Metropolitana)",405.000,,"0,31 UF/m²",,43.33 m²,39.77 m²,1,1,1,,,,,,,
654,Lindo Departamento A Pasos Metro Príncipe De Gales ,Departamento,Publicado hace 59 días,2021-07-01,"Loreley 1736, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)",430.000,,"0,33 UF/m²",,44 m²,40 m²,1,1,1,67000 CLP,5 años,,,,,
655,Departamento Remodelado Orientación Oriente,Departamento,Publicado hace 51 días,2021-07-01,"Mateo De Toro Y Zambrano 1500 - 1800, Carlos Ossandón, La Reina, RM (Metropolitana)",450.000,,"0,3 UF/m²",,51 m²,51 m²,2,1,1,,,,,,,
656,Se Arrienda Espectacular Pent-house 3d 4b,Departamento,Publicado hace 49 días,2021-07-01,"Nicanor Plaza 2100 - 2400, La Reina Alta, La Reina, RM (Metropolitana)",49,1.455.927,"0,22 UF/m²",,220 m²,220 m²,2,4,2,240000 CLP,,,,,,
657,Arriendo Espectacular Departamento En Metro Plaza Egaña,Departamento,Publicado hace 48 días,2021-07-01,"Blest Gana 5771, Blest Gana, La Reina, RM (Metropolitana)",780.000,,"0,29 UF/m²","0,25 UF/m²",90 m²,90 m²,3,2,1,,1 años,,,,,
658,Arriendo Home Studio En Metro Plaza Egaña,Departamento,Publicado hace 48 días,2021-07-01,"Blest Gana 5771, Blest Gana, La Reina, RM (Metropolitana)",395.000,,"0,44 UF/m²",,30 m²,30 m²,1,1,,,1 años,,,,,
659,Departamento Nuevo Metro Plaza Egaña,Departamento,Publicado hace 48 días,2021-07-01,"Blest Gana 5771, Blest Gana, La Reina, RM (Metropolitana)",495.000,,"0,26 UF/m²",,65 m²,60 m²,2,1,1,,1 años,,,,,
660,Metro Principe De Gales,Departamento,Publicado hace 46 días,2021-07-01,"Metro Principe De Gales, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)",480.000,,"0,29 UF/m²",,56 m²,56 m²,1,1,1,70000 CLP,,,,,,
661,Departamento  Francisco Bilbao A Pasos De Amèrico Vespucio,Departamento,Publicado hace 38 días,2021-07-01,"Las Arañas 2100 - 2400, Metro Príncipe de Gales - Country Club, La Reina, RM (Metropolitana)",650.000,,"0,24 UF/m²",,91 m²,80 m²,2,2,1,180000 CLP,,,,,,
662,Hermoso Departamento A Pasos De Mall Plaza Egaña,Departamento,Publicado hace 37 días,2021-07-01,"Hanover 5750, Carlos Ossandón, La Reina, RM (Metropolitana)",450.000,,"0,41 UF/m²",,37 m²,37 m²,1,1,1,,,,,,,
